X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-73.987115,40.693408,0,0,92,15.1036529541016,2019/10/10 17:43:37+00,,,,,,,,,,,,,,,,,,,,,
-73.987077,40.693416,0,0,93,15.1036529541016,2019/10/10 17:43:39+00,,,,,,,,,,,,,,,,,,,,,
-73.987051,40.693426,0,0,94,15.1036529541016,2019/10/10 17:43:41+00,,,,,,,,,,,,,,,,,,,,,
-73.987068,40.69344,0,0,95,15.1036529541016,2019/10/10 17:43:45+00,,,,,,,,,,,,,,,,,,,,,
-73.987089,40.693448,0,0,96,15.1036529541016,2019/10/10 17:43:47+00,,,,,,,,,,,,,,,,,,,,,
-73.987112,40.693464,0,0,97,15.1036529541016,2019/10/10 17:43:50+00,,,,,,,,,,,,,,,,,,,,,
-73.987139,40.693481,0,0,98,15.1036529541016,2019/10/10 17:43:57+00,,,,,,,,,,,,,,,,,,,,,
-73.987094,40.693489,0,0,99,15.1036529541016,2019/10/10 17:43:58+00,,,,,,,,,,,,,,,,,,,,,
-73.987084,40.69351,0,0,100,15.1036529541016,2019/10/10 17:44:06+00,,,,,,,,,,,,,,,,,,,,,
-73.98706,40.693512,0,0,101,15.1036529541016,2019/10/10 17:44:08+00,,,,,,,,,,,,,,,,,,,,,
-73.987033,40.693513,0,0,102,15.1036529541016,2019/10/10 17:44:09+00,,,,,,,,,,,,,,,,,,,,,
-73.987028,40.693494,0,0,103,15.1036529541016,2019/10/10 17:44:44+00,,,,,,,,,,,,,,,,,,,,,
-73.987019,40.693452,0,0,104,15.1036529541016,2019/10/10 17:45:57+00,,,,,,,,,,,,,,,,,,,,,
-73.987028,40.693424,0,0,105,15.1036529541016,2019/10/10 17:45:58+00,,,,,,,,,,,,,,,,,,,,,
-73.987036,40.693398,0,0,106,15.1036529541016,2019/10/10 17:45:59+00,,,,,,,,,,,,,,,,,,,,,
-73.987012,40.693388,0,0,107,15.1036529541016,2019/10/10 17:46:05+00,,,,,,,,,,,,,,,,,,,,,
-73.987026,40.693367,0,0,108,15.1036529541016,2019/10/10 17:46:06+00,,,,,,,,,,,,,,,,,,,,,
-73.987037,40.693348,0,0,109,15.1036529541016,2019/10/10 17:46:07+00,,,,,,,,,,,,,,,,,,,,,
-73.987044,40.693331,0,0,110,15.1036529541016,2019/10/10 17:46:08+00,,,,,,,,,,,,,,,,,,,,,
-73.987035,40.693348,0,0,111,15.1036529541016,2019/10/10 17:46:14+00,,,,,,,,,,,,,,,,,,,,,
-73.987043,40.693367,0,0,112,15.1036529541016,2019/10/10 17:46:15+00,,,,,,,,,,,,,,,,,,,,,
-73.987036,40.693392,0,0,113,15.1036529541016,2019/10/10 17:46:18+00,,,,,,,,,,,,,,,,,,,,,
-73.987063,40.69341,0,0,114,15.1036529541016,2019/10/10 17:46:21+00,,,,,,,,,,,,,,,,,,,,,
-73.987074,40.693437,0,0,115,15.1036529541016,2019/10/10 17:46:23+00,,,,,,,,,,,,,,,,,,,,,
-73.987062,40.693462,0,0,116,15.1036529541016,2019/10/10 17:46:26+00,,,,,,,,,,,,,,,,,,,,,
-73.987041,40.693474,0,0,117,15.1036529541016,2019/10/10 17:46:30+00,,,,,,,,,,,,,,,,,,,,,
-73.98699,40.693499,0,0,118,15.1036529541016,2019/10/10 17:46:32+00,,,,,,,,,,,,,,,,,,,,,
-73.98696,40.693505,0,0,119,15.1036529541016,2019/10/10 17:46:33+00,,,,,,,,,,,,,,,,,,,,,
-73.986943,40.693524,0,0,120,15.1036529541016,2019/10/10 17:46:42+00,,,,,,,,,,,,,,,,,,,,,
-73.986966,40.693548,0,0,121,15.1032028579712,2019/10/10 17:46:44+00,,,,,,,,,,,,,,,,,,,,,
-73.986965,40.693578,0,0,122,15.1036529540566,2019/10/10 17:46:51+00,,,,,,,,,,,,,,,,,,,,,
-73.986929,40.693596,0,0,123,15.1036529541011,2019/10/10 17:46:53+00,,,,,,,,,,,,,,,,,,,,,
-73.986958,40.693613,0,0,124,15.096621378478,2019/10/10 17:47:03+00,,,,,,,,,,,,,,,,,,,,,
-73.986998,40.693616,0,0,125,15.0853132329803,2019/10/10 17:47:05+00,,,,,,,,,,,,,,,,,,,,,
-73.986997,40.693641,0,0,126,15.0570523205622,2019/10/10 17:47:07+00,,,,,,,,,,,,,,,,,,,,,
-73.986959,40.693681,0,0,127,14.9928402680787,2019/10/10 17:47:09+00,,,,,,,,,,,,,,,,,,,,,
-73.986975,40.693718,0,0,128,14.8488571212477,2019/10/10 17:47:11+00,,,,,,,,,,,,,,,,,,,,,
-73.986986,40.693743,0,0,129,14.7705218510408,2019/10/10 17:47:12+00,,,,,,,,,,,,,,,,,,,,,
-73.987017,40.693723,0,0,130,14.740395434113,2019/10/10 17:47:15+00,,,,,,,,,,,,,,,,,,,,,
-73.987001,40.693741,0,0,131,14.7944547604396,2019/10/10 17:47:18+00,,,,,,,,,,,,,,,,,,,,,
-73.986991,40.693779,0,0,132,14.6964642543305,2019/10/10 17:47:20+00,,,,,,,,,,,,,,,,,,,,,
-73.986999,40.693797,0,0,133,14.6105771734189,2019/10/10 17:47:21+00,,,,,,,,,,,,,,,,,,,,,
-73.987002,40.693821,0,0,134,14.568789155025,2019/10/10 17:47:22+00,,,,,,,,,,,,,,,,,,,,,
-73.987002,40.693847,0,0,135,14.4518912568762,2019/10/10 17:47:24+00,,,,,,,,,,,,,,,,,,,,,
-73.987025,40.693857,0,0,136,14.4321035696573,2019/10/10 17:47:25+00,,,,,,,,,,,,,,,,,,,,,
-73.987042,40.693876,0,0,137,14.4822553199068,2019/10/10 17:47:27+00,,,,,,,,,,,,,,,,,,,,,
-73.987041,40.693897,0,0,138,14.4674932227547,2019/10/10 17:47:29+00,,,,,,,,,,,,,,,,,,,,,
-73.987011,40.693909,0,0,139,14.4238996671241,2019/10/10 17:47:30+00,,,,,,,,,,,,,,,,,,,,,
-73.986986,40.693913,0,0,140,14.2843226449351,2019/10/10 17:47:31+00,,,,,,,,,,,,,,,,,,,,,
-73.986969,40.693934,0,0,141,14.1222633704176,2019/10/10 17:47:36+00,,,,,,,,,,,,,,,,,,,,,
-73.986995,40.693914,0,0,142,14.1171045999214,2019/10/10 17:47:44+00,,,,,,,,,,,,,,,,,,,,,
-73.987012,40.693902,0,0,143,14.1855176041572,2019/10/10 17:47:45+00,,,,,,,,,,,,,,,,,,,,,
-73.98703,40.693885,0,0,144,14.3445123641307,2019/10/10 17:47:49+00,,,,,,,,,,,,,,,,,,,,,
-73.987065,40.69388,0,0,145,14.4889497553198,2019/10/10 17:47:57+00,,,,,,,,,,,,,,,,,,,,,
-73.987062,40.693901,0,0,146,14.516025323664,2019/10/10 17:47:59+00,,,,,,,,,,,,,,,,,,,,,
-73.987092,40.693905,0,0,147,14.4719473585241,2019/10/10 17:48:05+00,,,,,,,,,,,,,,,,,,,,,
-73.987116,40.693903,0,0,148,14.587966124281,2019/10/10 17:48:07+00,,,,,,,,,,,,,,,,,,,,,
-73.987148,40.693886,0,0,149,14.7709149963062,2019/10/10 17:48:10+00,,,,,,,,,,,,,,,,,,,,,
-73.987151,40.693862,0,0,150,14.8449448718796,2019/10/10 17:48:20+00,,,,,,,,,,,,,,,,,,,,,
-73.987193,40.693845,0,0,151,14.9229847041509,2019/10/10 17:48:22+00,,,,,,,,,,,,,,,,,,,,,
-73.987235,40.693836,0,0,152,15.0676872402278,2019/10/10 17:48:25+00,,,,,,,,,,,,,,,,,,,,,
-73.987209,40.693847,0,0,153,15.1050198670922,2019/10/10 17:48:27+00,,,,,,,,,,,,,,,,,,,,,
-73.987173,40.693854,0,0,154,15.0006993228164,2019/10/10 17:48:29+00,,,,,,,,,,,,,,,,,,,,,
-73.987169,40.693824,0,0,155,14.9383215821201,2019/10/10 17:48:32+00,,,,,,,,,,,,,,,,,,,,,
-73.987174,40.693786,0,0,156,14.9689606999521,2019/10/10 17:48:34+00,,,,,,,,,,,,,,,,,,,,,
-73.987166,40.693803,0,0,157,14.9916827139771,2019/10/10 17:48:35+00,,,,,,,,,,,,,,,,,,,,,
-73.987153,40.693779,0,0,158,14.9672667211047,2019/10/10 17:48:36+00,,,,,,,,,,,,,,,,,,,,,
-73.987146,40.693762,0,0,159,14.9540910343809,2019/10/10 17:48:40+00,,,,,,,,,,,,,,,,,,,,,
-73.987121,40.693754,0,0,160,14.9415469198026,2019/10/10 17:48:46+00,,,,,,,,,,,,,,,,,,,,,
-73.987091,40.693761,0,0,161,14.8730809226064,2019/10/10 17:48:49+00,,,,,,,,,,,,,,,,,,,,,
-73.987084,40.693794,0,0,162,14.8132117071889,2019/10/10 17:48:58+00,,,,,,,,,,,,,,,,,,,,,
-73.987073,40.693774,0,0,163,14.765068014519,2019/10/10 17:49:05+00,,,,,,,,,,,,,,,,,,,,,
-73.987043,40.693776,0,0,164,14.7415170745453,2019/10/10 17:49:08+00,,,,,,,,,,,,,,,,,,,,,
-73.987003,40.693785,0,0,165,14.663997106628,2019/10/10 17:49:10+00,,,,,,,,,,,,,,,,,,,,,
